ID;GROUPID;ARTIFACTID;CATEGORY;TAGS
org.apache.accumulo:accumulo-wikisearch;org.apache.accumulo;accumulo-wikisearch;Database;accumulo
org.apache.fluo:fluo-accumulo;org.apache.fluo;fluo-accumulo;Database;accumulo
org.apache.fluo:fluo-recipes-accumulo;org.apache.fluo;fluo-recipes-accumulo;Database;accumulo
org.apache.rya:accumulo.pig;org.apache.rya;accumulo.pig;Database;accumulo
org.apache.rya:accumulo.rya;org.apache.rya;accumulo.rya;Database;accumulo
org.gradoop:gradoop-accumulo;org.gradoop;gradoop-accumulo;Database;accumulo
org.locationtech.geomesa:geomesa-accumulo;org.locationtech.geomesa;geomesa-accumulo;Database;accumulo
org.locationtech.geotrellis:geotrellis-accumulo;org.locationtech.geotrellis;geotrellis-accumulo;Database;accumulo
org.neolumin.simpleorm:simple-orm-accumulo;org.neolumin.simpleorm;simple-orm-accumulo;Database;accumulo
org.neolumin.vertexium:vertexium-accumulo;org.neolumin.vertexium;vertexium-accumulo;Database;accumulo
org.securegraph:securegraph-accumulo;org.securegraph;securegraph-accumulo;Database;accumulo
org.securegraph:securegraph-accumulo-blueprints;org.securegraph;securegraph-accumulo-blueprints;Database;accumulo
org.securegraph:securegraph-accumulo-iterators;org.securegraph;securegraph-accumulo-iterators;Database;accumulo
org.securegraph:securegraph-accumulo-migrations;org.securegraph;securegraph-accumulo-migrations;Database;accumulo
org.vertexium:vertexium-accumulo;org.vertexium;vertexium-accumulo;Database;accumulo
org.vertexium:vertexium-accumulo-blueprints;org.vertexium;vertexium-accumulo-blueprints;Database;accumulo
uk.gov.gchq.gaffer:accumulo-store;uk.gov.gchq.gaffer;accumulo-store;Database;accumulo
uk.gov.gchq.gaffer:mini-accumulo-cluster;uk.gov.gchq.gaffer;mini-accumulo-cluster;Database;accumulo
uk.gov.gchq.gaffer:spark-accumulo-library;uk.gov.gchq.gaffer;spark-accumulo-library;Database;accumulo
org.apache.accumulo:accumulo-tserver;org.apache.accumulo;accumulo-tserver;Database;accumulo
org.apache.nifi:nifi-accumulo-nar;org.apache.nifi;nifi-accumulo-nar;Database;accumulo
org.apache.accumulo:accumulo;org.apache.accumulo;accumulo;Database;accumulo
org.apache.accumulo:accumulo-master;org.apache.accumulo;accumulo-master;Database;accumulo
org.apache.accumulo:accumulo-minicluster;org.apache.accumulo;accumulo-minicluster;Database;accumulo
org.apache.accumulo:accumulo-project;org.apache.accumulo;accumulo-project;Database;accumulo
org.apache.accumulo:accumulo-start;org.apache.accumulo;accumulo-start;Database;accumulo
org.apache.accumulo:wikisearch-query-war;org.apache.accumulo;wikisearch-query-war;Web Applications;accumulo|application|query|web|webapp
org.apache.accumulo:accumulo-maven-plugin;org.apache.accumulo;accumulo-maven-plugin;Build Automation Tool Plugins;accumulo|build|build-system|maven|plugin
org.apache.accumulo:accumulo2-maven-plugin;org.apache.accumulo;accumulo2-maven-plugin;Build Automation Tool Plugins;accumulo|build|build-system|maven|plugin
org.apache.nifi:nifi-accumulo-bundle;org.apache.nifi;nifi-accumulo-bundle;Database;accumulo|bundle
org.teiid.connectors:accumulo;org.teiid.connectors;accumulo;Database;accumulo|connector
org.teiid.connectors:connector-accumulo;org.teiid.connectors;connector-accumulo;Database;accumulo|connector
org.teiid.connectors:feature-pack-accumulo;org.teiid.connectors;feature-pack-accumulo;Database;accumulo|connector
org.teiid.connectors:translator-accumulo;org.teiid.connectors;translator-accumulo;Database;accumulo|connector
org.jboss.teiid.connectors:accumulo;org.jboss.teiid.connectors;accumulo;Database;accumulo|connector|jboss
org.jboss.teiid.connectors:connector-accumulo;org.jboss.teiid.connectors;connector-accumulo;Database;accumulo|connector|jboss
org.jboss.teiid.connectors:feature-pack-accumulo;org.jboss.teiid.connectors;feature-pack-accumulo;Database;accumulo|connector|jboss
org.jboss.teiid.connectors:translator-accumulo;org.jboss.teiid.connectors;translator-accumulo;Database;accumulo|connector|jboss
org.locationtech.geomesa:geomesa-web-csv-accumulo1.5;org.locationtech.geomesa;geomesa-web-csv-accumulo1.5;Database;accumulo|csv
com.microsoft.masc:accumulo-spark-datasource;com.microsoft.masc;accumulo-spark-datasource;Database;accumulo|data|datasource|spark
com.microsoft.masc:microsoft-accumulo-spark-datasource;com.microsoft.masc;microsoft-accumulo-spark-datasource;Database;accumulo|data|datasource|spark
org.apache.accumulo:accumulo-core;org.apache.accumulo;accumulo-core;Database;accumulo|database|hadoop|nosql
org.apache.accumulo:accumulo-examples;org.apache.accumulo;accumulo-examples;Example;accumulo|example
org.apache.rya:rya.export.accumulo;org.apache.rya;rya.export.accumulo;Database;accumulo|export
org.apache.gora:gora-accumulo;org.apache.gora;gora-accumulo;Database;accumulo|hadoop
org.apache.hive:hive-accumulo-handler;org.apache.hive;hive-accumulo-handler;Database;accumulo|io
org.spark-project.hive:hive-accumulo-handler;org.spark-project.hive;hive-accumulo-handler;Database;accumulo|io
org.apache.rya:rya.kafka.connect.accumulo;org.apache.rya;rya.kafka.connect.accumulo;Database;accumulo|kafka|streaming
org.apache.rya:rya.kafka.connect.accumulo.it;org.apache.rya;rya.kafka.connect.accumulo.it;Database;accumulo|kafka|streaming
org.apache.accumulo:accumulo-client-mapreduce;org.apache.accumulo;accumulo-client-mapreduce;Database;accumulo|mapreduce
org.apache.accumulo:accumulo-monitor;org.apache.accumulo;accumulo-monitor;Database;accumulo|monitor
org.locationtech.geomesa:geomesa-accumulo-datastore;org.locationtech.geomesa;geomesa-accumulo-datastore;Database;accumulo|persistence
org.apache.nifi:nifi-accumulo-processors;org.apache.nifi;nifi-accumulo-processors;Database;accumulo|processor
org.apache.accumulo:accumulo-proxy;org.apache.accumulo;accumulo-proxy;Database;accumulo|proxy
org.apache.nifi:nifi-accumulo-services-api;org.apache.nifi;nifi-accumulo-services-api;Database;accumulo|service
org.apache.nifi:nifi-accumulo-services-api-nar;org.apache.nifi;nifi-accumulo-services-api-nar;Database;accumulo|service
org.apache.nifi:nifi-accumulo-services;org.apache.nifi;nifi-accumulo-services;Database;accumulo|service
org.apache.nifi:nifi-accumulo-services-nar;org.apache.nifi;nifi-accumulo-services-nar;Database;accumulo|service
org.apache.accumulo:accumulo-shell;org.apache.accumulo;accumulo-shell;Database;accumulo|shell
com.microsoft.masc:microsoft-accumulo-spark;com.microsoft.masc;microsoft-accumulo-spark;Database;accumulo|spark
org.apache.rya:rya.test.accumulo;org.apache.rya;rya.test.accumulo;Testing;accumulo|testing
uk.gov.gchq.gaffer:performance-testing-accumulo-store;uk.gov.gchq.gaffer;performance-testing-accumulo-store;Testing;accumulo|testing|performance
org.locationtech.geomesa:geomesa-convert-text-accumulo1.5;org.locationtech.geomesa;geomesa-convert-text-accumulo1.5;Database;accumulo|text
co.paralleluniverse:quasar-actors;co.paralleluniverse;quasar-actors;Actor Frameworks;actor
co.paralleluniverse:quasar-core;co.paralleluniverse;quasar-core;Actor Frameworks;actor
com.ea.orbit:orbit-actors-client;com.ea.orbit;orbit-actors-client;Actor Frameworks;actor
com.ea.orbit:orbit-actors-core;com.ea.orbit;orbit-actors-core;Actor Frameworks;actor
com.ea.orbit:orbit-actors-json;com.ea.orbit;orbit-actors-json;Actor Frameworks;actor
com.ea.orbit:orbit-actors-stage;com.ea.orbit;orbit-actors-stage;Actor Frameworks;actor
com.evolutiongaming:safe-actor;com.evolutiongaming;safe-actor;Actor Frameworks;actor
im.actor.server:actor-core;im.actor.server;actor-core;Actor Frameworks;actor
im.actor.server:actor-persist;im.actor.server;actor-persist;Actor Frameworks;actor
im.actor.server:actor-rpc-api;im.actor.server;actor-rpc-api;Actor Frameworks;actor
im.actor.server:actor-runtime;im.actor.server;actor-runtime;Actor Frameworks;actor
im.actor:actor-util;im.actor;actor-util;Actor Frameworks;actor
io.vlingo:vlingo-actors;io.vlingo;vlingo-actors;Actor Frameworks;actor
it.tidalwave.solidblue:it-tidalwave-actor;it.tidalwave.solidblue;it-tidalwave-actor;Actor Frameworks;actor
it.tidalwave.solidblue:it-tidalwave-netbeans-actor;it.tidalwave.solidblue;it-tidalwave-netbeans-actor;Actor Frameworks;actor
it.tidalwave.thesefoolishthings:it-tidalwave-actor;it.tidalwave.thesefoolishthings;it-tidalwave-actor;Actor Frameworks;actor
monterey:monterey-actor-api;monterey;monterey-actor-api;Actor Frameworks;actor
monterey:monterey-actors;monterey;monterey-actors;Actor Frameworks;actor
org.eclipse.ditto:ditto-services-utils-distributed-cache-actors;org.eclipse.ditto;ditto-services-utils-distributed-cache-actors;Actor Frameworks;actor
co.paralleluniverse:comsat-actors-undertow;co.paralleluniverse;comsat-actors-undertow;Actor Frameworks;actor
com.blazebit:blaze-actor;com.blazebit;blaze-actor;Actor Frameworks;actor
com.blazebit:blaze-actor-core;com.blazebit;blaze-actor-core;Actor Frameworks;actor
com.blazebit:blaze-actor-core-impl;com.blazebit;blaze-actor-core-impl;Actor Frameworks;actor
com.blazebit:blaze-actor-declarative;com.blazebit;blaze-actor-declarative;Actor Frameworks;actor
com.blazebit:blaze-actor-declarative-impl;com.blazebit;blaze-actor-declarative-impl;Actor Frameworks;actor
com.blazebit:blaze-actor-parent;com.blazebit;blaze-actor-parent;Actor Frameworks;actor
com.ea.orbit:orbit-actors-all;com.ea.orbit;orbit-actors-all;Actor Frameworks;actor
com.ea.orbit:orbit-actors-parent;com.ea.orbit;orbit-actors-parent;Actor Frameworks;actor
com.ea.orbit:orbit-actors-ws;com.ea.orbit;orbit-actors-ws;Actor Frameworks;actor
com.eed3si9n:sff4s-actors_2.8.1;com.eed3si9n;sff4s-actors_2.8.1;Actor Frameworks;actor
com.eed3si9n:sff4s-actors_2.9.1;com.eed3si9n;sff4s-actors_2.9.1;Actor Frameworks;actor
com.hunorkovacs:work-pulling-actors_2.11;com.hunorkovacs;work-pulling-actors_2.11;Actor Frameworks;actor
com.iih5:smart-actor;com.iih5;smart-actor;Actor Frameworks;actor
com.lihaoyi:cask-actor_2.13;com.lihaoyi;cask-actor_2.13;Actor Frameworks;actor
com.lihaoyi:cask-actor_sjs0.6_2.13;com.lihaoyi;cask-actor_sjs0.6_2.13;Actor Frameworks;actor
com.malliina:util-actor_2.10;com.malliina;util-actor_2.10;Actor Frameworks;actor
com.malliina:util-actor_2.11;com.malliina;util-actor_2.11;Actor Frameworks;actor
com.malliina:util-actor_2.12;com.malliina;util-actor_2.12;Actor Frameworks;actor
com.microsoft.servicefabric:sf-actors;com.microsoft.servicefabric;sf-actors;Actor Frameworks;actor
com.microsoft.servicefabric:sf-actors-preview;com.microsoft.servicefabric;sf-actors-preview;Actor Frameworks;actor
com.vmunier:read-write-actor_2.10;com.vmunier;read-write-actor_2.10;Actor Frameworks;actor
com.vmunier:read-write-actor_2.11;com.vmunier;read-write-actor_2.11;Actor Frameworks;actor
fi.jumi.actors:jumi-actors;fi.jumi.actors;jumi-actors;Actor Frameworks;actor
fi.jumi.actors:parent;fi.jumi.actors;parent;Actor Frameworks;actor
im.actor:actor-bot-shared;im.actor;actor-bot-shared;Actor Frameworks;actor
im.actor:actor-botkit;im.actor;actor-botkit;Actor Frameworks;actor
im.actor:actor-bots-shared;im.actor;actor-bots-shared;Actor Frameworks;actor
im.actor:actor-cats-slick_2.11;im.actor;actor-cats-slick_2.11;Actor Frameworks;actor
im.actor:actor-commons_2.11;im.actor;actor-commons_2.11;Actor Frameworks;actor
im.actor:actor-util_2.11;im.actor;actor-util_2.11;Actor Frameworks;actor
im.actor:shardakka;im.actor;shardakka;Actor Frameworks;actor
im.actor:shardakka_2.11;im.actor;shardakka_2.11;Actor Frameworks;actor
net.ogalako:actor-method-dispatch_2.11;net.ogalako;actor-method-dispatch_2.11;Actor Frameworks;actor
com.github.j5ik2o:reactive-aws-batch-akka_2.11;com.github.j5ik2o;reactive-aws-batch-akka_2.11;Actor Frameworks;actor|akka|amazon|aws|batch|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-batch-akka_2.12;com.github.j5ik2o;reactive-aws-batch-akka_2.12;Actor Frameworks;actor|akka|amazon|aws|batch|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-batch-akka_2.13;com.github.j5ik2o;reactive-aws-batch-akka_2.13;Actor Frameworks;actor|akka|amazon|aws|batch|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-dynamodb-akka_2.11;com.github.j5ik2o;reactive-aws-dynamodb-akka_2.11;Database;actor|akka|amazon|aws|concurrency|database|distributed|dynamodb|reactive
com.github.j5ik2o:reactive-aws-dynamodb-akka_2.12;com.github.j5ik2o;reactive-aws-dynamodb-akka_2.12;Database;actor|akka|amazon|aws|concurrency|database|distributed|dynamodb|reactive
com.github.j5ik2o:reactive-aws-dynamodb-akka_2.13;com.github.j5ik2o;reactive-aws-dynamodb-akka_2.13;Database;actor|akka|amazon|aws|concurrency|database|distributed|dynamodb|reactive
com.github.j5ik2o:reactive-aws-dynamodb-v2-akka_2.11;com.github.j5ik2o;reactive-aws-dynamodb-v2-akka_2.11;Database;actor|akka|amazon|aws|concurrency|database|distributed|dynamodb|reactive
com.github.j5ik2o:reactive-aws-dynamodb-v2-akka_2.12;com.github.j5ik2o;reactive-aws-dynamodb-v2-akka_2.12;Database;actor|akka|amazon|aws|concurrency|database|distributed|dynamodb|reactive
com.gilt:gfc-aws-kinesis-akka_2.11;com.gilt;gfc-aws-kinesis-akka_2.11;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed
com.gilt:gfc-aws-kinesis-akka_2.12;com.gilt;gfc-aws-kinesis-akka_2.12;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed
com.gilt:gfc-aws-kinesis-akka_2.12.0-RC1;com.gilt;gfc-aws-kinesis-akka_2.12.0-RC1;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed
org.gfccollective:gfc-aws-kinesis-akka_2.12;org.gfccollective;gfc-aws-kinesis-akka_2.12;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed
org.gfccollective:gfc-aws-kinesis-akka_2.13;org.gfccollective;gfc-aws-kinesis-akka_2.13;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed
com.github.j5ik2o:reactive-aws-elasticsearch-akka_2.11;com.github.j5ik2o;reactive-aws-elasticsearch-akka_2.11;Search Engines;actor|akka|amazon|aws|concurrency|distributed|elastic|elasticsearch|reactive|search
com.github.j5ik2o:reactive-aws-elasticsearch-akka_2.12;com.github.j5ik2o;reactive-aws-elasticsearch-akka_2.12;Search Engines;actor|akka|amazon|aws|concurrency|distributed|elastic|elasticsearch|reactive|search
com.github.j5ik2o:reactive-aws-elasticsearch-akka_2.13;com.github.j5ik2o;reactive-aws-elasticsearch-akka_2.13;Search Engines;actor|akka|amazon|aws|concurrency|distributed|elastic|elasticsearch|reactive|search
com.github.matsluni:aws-spi-akka-http_2.11;com.github.matsluni;aws-spi-akka-http_2.11;Application Layer Protocol Integration;actor|akka|amazon|aws|concurrency|distributed|http|interface
com.github.matsluni:aws-spi-akka-http_2.12;com.github.matsluni;aws-spi-akka-http_2.12;Application Layer Protocol Integration;actor|akka|amazon|aws|concurrency|distributed|http|interface
com.github.matsluni:aws-spi-akka-http_2.13;com.github.matsluni;aws-spi-akka-http_2.13;Application Layer Protocol Integration;actor|akka|amazon|aws|concurrency|distributed|http|interface
com.github.matsluni:aws-spi-akka-http_2.13.0-M5;com.github.matsluni;aws-spi-akka-http_2.13.0-M5;Application Layer Protocol Integration;actor|akka|amazon|aws|concurrency|distributed|http|interface
io.github.pityka:akka-http-aws-fork_2.11;io.github.pityka;akka-http-aws-fork_2.11;Application Layer Protocol Integration;actor|akka|amazon|aws|concurrency|distributed|http|io
io.github.pityka:akka-http-aws-fork_2.12;io.github.pityka;akka-http-aws-fork_2.12;Application Layer Protocol Integration;actor|akka|amazon|aws|concurrency|distributed|http|io
io.atlassian.aws-scala:aws-scala-swf-akka_2.10;io.atlassian.aws-scala;aws-scala-swf-akka_2.10;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|io|scala
io.atlassian.aws-scala:aws-scala-swf-akka_2.11;io.atlassian.aws-scala;aws-scala-swf-akka_2.11;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|io|scala
io.atlassian.aws-scala:aws-scala-swf-akka_2.12;io.atlassian.aws-scala;aws-scala-swf-akka_2.12;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|io|scala
com.github.j5ik2o:reactive-aws-lambda-akka_2.11;com.github.j5ik2o;reactive-aws-lambda-akka_2.11;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|lambda|reactive
com.github.j5ik2o:reactive-aws-lambda-akka_2.12;com.github.j5ik2o;reactive-aws-lambda-akka_2.12;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|lambda|reactive
com.github.j5ik2o:reactive-aws-lambda-akka_2.13;com.github.j5ik2o;reactive-aws-lambda-akka_2.13;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|lambda|reactive
com.github.j5ik2o:reactive-aws-cloudwatch-akka_2.11;com.github.j5ik2o;reactive-aws-cloudwatch-akka_2.11;Logging / Monitoring;actor|akka|amazon|aws|concurrency|distributed|metrics|monitoring|reactive
com.github.j5ik2o:reactive-aws-cloudwatch-akka_2.12;com.github.j5ik2o;reactive-aws-cloudwatch-akka_2.12;Logging / Monitoring;actor|akka|amazon|aws|concurrency|distributed|metrics|monitoring|reactive
com.github.j5ik2o:reactive-aws-cloudwatch-akka_2.13;com.github.j5ik2o;reactive-aws-cloudwatch-akka_2.13;Logging / Monitoring;actor|akka|amazon|aws|concurrency|distributed|metrics|monitoring|reactive
com.github.j5ik2o:reactive-aws-cloudwatchlogs-akka_2.11;com.github.j5ik2o;reactive-aws-cloudwatchlogs-akka_2.11;Logging / Monitoring;actor|akka|amazon|aws|concurrency|distributed|metrics|monitoring|reactive
com.github.j5ik2o:reactive-aws-cloudwatchlogs-akka_2.12;com.github.j5ik2o;reactive-aws-cloudwatchlogs-akka_2.12;Logging / Monitoring;actor|akka|amazon|aws|concurrency|distributed|metrics|monitoring|reactive
com.github.j5ik2o:reactive-aws-cloudwatchlogs-akka_2.13;com.github.j5ik2o;reactive-aws-cloudwatchlogs-akka_2.13;Logging / Monitoring;actor|akka|amazon|aws|concurrency|distributed|metrics|monitoring|reactive
com.github.j5ik2o:reactive-aws-appsync-akka_2.11;com.github.j5ik2o;reactive-aws-appsync-akka_2.11;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-appsync-akka_2.12;com.github.j5ik2o;reactive-aws-appsync-akka_2.12;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-appsync-akka_2.13;com.github.j5ik2o;reactive-aws-appsync-akka_2.13;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-cloudformation-akka_2.11;com.github.j5ik2o;reactive-aws-cloudformation-akka_2.11;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-cloudformation-akka_2.12;com.github.j5ik2o;reactive-aws-cloudformation-akka_2.12;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-cloudformation-akka_2.13;com.github.j5ik2o;reactive-aws-cloudformation-akka_2.13;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-common-akka_2.11;com.github.j5ik2o;reactive-aws-common-akka_2.11;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-common-akka_2.12;com.github.j5ik2o;reactive-aws-common-akka_2.12;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-common-akka_2.13;com.github.j5ik2o;reactive-aws-common-akka_2.13;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-rekognition-akka_2.11;com.github.j5ik2o;reactive-aws-rekognition-akka_2.11;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-rekognition-akka_2.12;com.github.j5ik2o;reactive-aws-rekognition-akka_2.12;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-rekognition-akka_2.13;com.github.j5ik2o;reactive-aws-rekognition-akka_2.13;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-sqs-akka_2.11;com.github.j5ik2o;reactive-aws-sqs-akka_2.11;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-sqs-akka_2.12;com.github.j5ik2o;reactive-aws-sqs-akka_2.12;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-sqs-akka_2.13;com.github.j5ik2o;reactive-aws-sqs-akka_2.13;Actor Frameworks;actor|akka|amazon|aws|concurrency|distributed|reactive
com.github.j5ik2o:reactive-aws-s3-akka_2.11;com.github.j5ik2o;reactive-aws-s3-akka_2.11;File System;actor|akka|amazon|aws|concurrency|distributed|reactive|s3
com.github.j5ik2o:reactive-aws-s3-akka_2.12;com.github.j5ik2o;reactive-aws-s3-akka_2.12;File System;actor|akka|amazon|aws|concurrency|distributed|reactive|s3
com.github.j5ik2o:reactive-aws-s3-akka_2.13;com.github.j5ik2o;reactive-aws-s3-akka_2.13;File System;actor|akka|amazon|aws|concurrency|distributed|reactive|s3
io.github.morgaroth:akka-rabbitmq_2.10;io.github.morgaroth;akka-rabbitmq_2.10;Messaging / Integration;actor|akka|amqp|concurrency|distributed|io|queue|rabbitmq
io.github.morgaroth:akka-rabbitmq_2.11;io.github.morgaroth;akka-rabbitmq_2.11;Messaging / Integration;actor|akka|amqp|concurrency|distributed|io|queue|rabbitmq
com.github.sstone:akka-amqp-proxies_2.10;com.github.sstone;akka-amqp-proxies_2.10;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue
com.github.sstone:akka-amqp-proxies_2.10.1;com.github.sstone;akka-amqp-proxies_2.10.1;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue
com.github.sstone:akka-amqp-proxies_2.9.2;com.github.sstone;akka-amqp-proxies_2.9.2;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue
com.github.pjfanning:akka-rabbitmq_2.12;com.github.pjfanning;akka-rabbitmq_2.12;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue|rabbitmq
com.github.pjfanning:akka-rabbitmq_2.13;com.github.pjfanning;akka-rabbitmq_2.13;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue|rabbitmq
com.newmotion:akka-rabbitmq_2.11;com.newmotion;akka-rabbitmq_2.11;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue|rabbitmq
com.newmotion:akka-rabbitmq_2.12;com.newmotion;akka-rabbitmq_2.12;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue|rabbitmq
com.newmotion:akka-rabbitmq_2.13;com.newmotion;akka-rabbitmq_2.13;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue|rabbitmq
com.thenewmotion:akka-rabbitmq_2.10;com.thenewmotion;akka-rabbitmq_2.10;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue|rabbitmq
com.thenewmotion:akka-rabbitmq_2.11;com.thenewmotion;akka-rabbitmq_2.11;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue|rabbitmq
com.thenewmotion:akka-rabbitmq_2.12;com.thenewmotion;akka-rabbitmq_2.12;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue|rabbitmq
com.holidaycheck:amqp-akka-streams_2.11;com.holidaycheck;amqp-akka-streams_2.11;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue|streaming
com.holidaycheck:amqp-akka-streams_2.12;com.holidaycheck;amqp-akka-streams_2.12;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue|streaming
com.typesafe.akka:akka-stream-contrib-amqp_2.11;com.typesafe.akka;akka-stream-contrib-amqp_2.11;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue|streaming|typesafe
com.typesafe.akka:akka-stream-contrib-amqp_2.12;com.typesafe.akka;akka-stream-contrib-amqp_2.12;Messaging / Integration;actor|akka|amqp|concurrency|distributed|queue|streaming|typesafe
com.thenewmotion.akka:akka-rabbitmq;com.thenewmotion.akka;akka-rabbitmq;Messaging / Integration;actor|akka|amqp|queue|rabbitmq
com.newmotion:akka-rabbitmq;com.newmotion;akka-rabbitmq;Messaging / Integration;actor|akka|amqp|rabbitmq
me.leaf:akka-persistence-android_2.11;me.leaf;akka-persistence-android_2.11;Database;actor|akka|android|concurrency|distributed|persistence
io.kamon:kamon-annotation_akka-2.2_2.10;io.kamon;kamon-annotation_akka-2.2_2.10;Actor Frameworks;actor|akka|annotations|concurrency|distributed|io
com.nulab-inc:akka-http-oauth2-provider_2.11;com.nulab-inc;akka-http-oauth2-provider_2.11;Security / Authentification;actor|akka|authentication|concurrency|distributed|http|oauth|provider
com.nulab-inc:akka-http-oauth2-provider_2.12;com.nulab-inc;akka-http-oauth2-provider_2.12;Security / Authentification;actor|akka|authentication|concurrency|distributed|http|oauth|provider
com.nulab-inc:akka-http-oauth2-provider_2.13;com.nulab-inc;akka-http-oauth2-provider_2.13;Security / Authentification;actor|akka|authentication|concurrency|distributed|http|oauth|provider
com.github.j5ik2o:akka-persistence-dynamodb_2.11;com.github.j5ik2o;akka-persistence-dynamodb_2.11;Database;actor|akka|aws|concurrency|database|distributed|dynamodb|persistence
com.github.j5ik2o:akka-persistence-dynamodb_2.12;com.github.j5ik2o;akka-persistence-dynamodb_2.12;Database;actor|akka|aws|concurrency|database|distributed|dynamodb|persistence
com.github.j5ik2o:akka-persistence-dynamodb_2.13;com.github.j5ik2o;akka-persistence-dynamodb_2.13;Database;actor|akka|aws|concurrency|database|distributed|dynamodb|persistence
com.sclasen:akka-persistence-dynamodb_2.10;com.sclasen;akka-persistence-dynamodb_2.10;Database;actor|akka|aws|concurrency|database|distributed|dynamodb|persistence
com.sclasen:akka-persistence-dynamodb_2.11;com.sclasen;akka-persistence-dynamodb_2.11;Database;actor|akka|aws|concurrency|database|distributed|dynamodb|persistence
com.typesafe.akka:akka-persistence-dynamodb_2.11;com.typesafe.akka;akka-persistence-dynamodb_2.11;Database;actor|akka|aws|concurrency|database|distributed|dynamodb|persistence|typesafe
com.typesafe.akka:akka-persistence-dynamodb_2.12;com.typesafe.akka;akka-persistence-dynamodb_2.12;Database;actor|akka|aws|concurrency|database|distributed|dynamodb|persistence|typesafe
com.typesafe.akka:akka-persistence-dynamodb_2.12.0-M3;com.typesafe.akka;akka-persistence-dynamodb_2.12.0-M3;Database;actor|akka|aws|concurrency|database|distributed|dynamodb|persistence|typesafe
com.github.j5ik2o:reactive-dynamodb-akka_2.11;com.github.j5ik2o;reactive-dynamodb-akka_2.11;Database;actor|akka|aws|concurrency|database|distributed|dynamodb|reactive
com.github.j5ik2o:reactive-dynamodb-akka_2.12;com.github.j5ik2o;reactive-dynamodb-akka_2.12;Database;actor|akka|aws|concurrency|database|distributed|dynamodb|reactive
com.github.j5ik2o:reactive-dynamodb-v2-akka_2.11;com.github.j5ik2o;reactive-dynamodb-v2-akka_2.11;Database;actor|akka|aws|concurrency|database|distributed|dynamodb|reactive
com.github.j5ik2o:reactive-dynamodb-v2-akka_2.12;com.github.j5ik2o;reactive-dynamodb-v2-akka_2.12;Database;actor|akka|aws|concurrency|database|distributed|dynamodb|reactive
com.github.j5ik2o:akka-persistence-s3_2.11;com.github.j5ik2o;akka-persistence-s3_2.11;File System;actor|akka|aws|concurrency|distributed|persistence|s3
